school_id,school_name
699,한경국립대학교
700,한국공학대학교
701,한국과학기술원
702,한국교원대학교
703,한국기술교육대학교
704,한국방송통신대학교
705,한국성서대학교
706,한국에너지공과대학교
707,한국열린사이버대학교
708,한국예술종합학교
709,한국외국어대학교
710,한국전통문화대학교
711,한국체육대학교
712,한국침례신학대학교
713,한국항공대학교
714,한남대학교
715,한동대학교
716,한라대학교
717,한려대학교
718,한림대학교
719,한밭대학교(산업대)
720,한북대학교
721,한서대학교
722,한성대학교
723,한세대학교
724,한신대학교
725,한양대학교
726,한양대학교(ERICA)
727,한양사이버대학교
728,한일장신대학교
729,한중대학교
730,협성대학교
731,호남대학교
732,호남신학대학교
733,호서대학교
734,호원대학교
735,홍익대학교
736,홍익대학교
737,화성의과학대학교
738,화신사이버대학교
739,ICT폴리텍대학
740,가톨릭상지대학교
741,강동대학교
742,강릉영동대학교
743,강원관광대학교
744,강원도립대학교
745,거제대학교
746,경기과학기술대학교
747,가야대학교(고령)
748,가야대학교(김해)
749,가천대학교
750,가톨릭관동대학교
751,가톨릭꽃동네대학교
752,가톨릭대학교
753,가톨릭대학교
754,가톨릭대학교
755,감리교신학대학교
756,강남대학교
757,강서대학교
758,강원대학교
759,강원대학교
760,건국대학교
761,건국대학교(글로컬)
762,건양대학교
763,건양대학교
764,건양사이버대학교
765,경기대학교
766,경기대학교
767,경남과학기술대학교
768,경남대학교
769,경동대학교
770,경동대학교
771,경동대학교
772,경동대학교
773,경북대학교
774,경상국립대학교
775,경성대학교
776,경운대학교
777,경운대학교(산업대)
778,경인교육대학교
779,경인교육대학교
780,경일대학교
781,경희대학교
782,경희사이버대학교
783,계명대학교
784,고려대학교
785,고려대학교(세종)
786,고려사이버대학교
787,고신대학교
788,공주교육대학교
789,광신대학교
790,광운대학교
791,광주가톨릭대학교
792,광주과학기술원
793,광주교육대학교
794,광주대학교
795,광주여자대학교
796,국립강릉원주대학교
797,국립강릉원주대학교
798,국립경국대학교
799,국립공주대학교
800,국립군산대학교
801,홍익대학교 광고홍보대학원
802,홍익대학교 교육경영관리대학원
803,홍익대학교 교육대학원
804,홍익대학교 국제디자인전문대학원
805,홍익대학교 대학원
806,홍익대학교 대학원
807,홍익대학교 디자인콘텐츠대학원
808,홍익대학교 문화예술경영대학원
809,홍익대학교 문화정보정책대학원
810,홍익대학교 미술대학원
811,홍익대학교 산업대학원
812,홍익대학교 산업미술대학원
813,홍익대학교 스마트도시 과학경영대학원
814,홍익대학교 영상 커뮤니케이션대학원
815,홍익대학교 영상대학원
816,홍익대학교 패션대학원
817,호남대학교 사회융합대학원
818,호남대학교 일반대학원
819,호남신학대학교 교회음악대학원
820,호남신학대학교 기독교사회복지대학원
821,호남신학대학교 기독교상담대학원
822,호남신학대학교 대학원
823,호남신학대학교 사회복지대학원
824,호남신학대학교 상담대학원
825,호남신학대학교 신학대학원
826,호서대학교 경영대학원
827,호서대학교 교육대학원
828,호서대학교 글로벌창업대학원
829,호서대학교 기술경영전문대학원
830,호서대학교 대학원
831,호서대학교 문화복지상담대학원
832,호서대학교 벤처기술창업대학원
833,호서대학교 벤처대학원
834,호서대학교 벤처전문대학원
835,호서대학교 산학융합대학원
836,호서대학교 스포츠과학대학원
837,호서대학교 연합신학전문대학원
838,호서대학교 행정대학원
839,홍익대학교 건축도시대학원
840,홍익대학교 경영대학원
841,홍익대학교 공연예술대학원
842,한양대학교(ERICA) 융합산업대학원
843,한양사이버대학교 경영대학원
844,한양사이버대학교 경영전문대학원
845,한양사이버대학교 교육정보대학원
846,한양사이버대학교 대학원
847,한양사이버대학교 디자인대학원
848,한양사이버대학교 미래융합공학대학원
849,한양사이버대학교 부동산대학원
850,한양사이버대학교 휴먼서비스대학원
851,한일장신대학교 NGO정책대학원
852,한일장신대학교 사회복지대학원
853,한일장신대학교 성경과교회대학원
854,한일장신대학교 신학대학원
855,한일장신대학교 심리치료대학원
856,한일장신대학교 아태국제신학대학원
857,한일장신대학교 일반대학원
858,한중대학교 경영행정대학원
859,한중대학교 산업대학원
860,한중대학교 일반대학원
861,협성대학교 교육대학원
862,협성대학교 사회복지대학원
863,협성대학교 신학대학원
864,협성대학교 웨슬리신학대학원
865,협성대학교 일반대학원
866,호남대학교 교육대학원
867,한양대학교 경영대학원
868,한양대학교 경영전문대학원
869,한양대학교 공공정책대학원
870,한양대학교 공학대학원
871,한양대학교 교육대학원
872,한양대학교 국제관광대학원
873,한양대학교 국제학대학원
874,한양대학교 기술경영전문대학원
875,한양대학교 대학원
876,한양대학교 도시대학원
877,한양대학교 법학전문대학원
878,한양대학교 보건대학원
879,한양대학교 부동산융합대학원
880,한양대학교 상담심리대학원
881,한양대학교 언론정보대학원
882,한양대학교 의생명공학전문대학원
883,한양대학교 의학전문대학원
884,한양대학교 인공지능융합대학원
885,한양대학교 임상간호대학원
886,한양대학교 임상간호정보대학원
887,한양대학교(ERICA) 공학기술대학원
888,한양대학교(ERICA) 기업경영대학원
889,한양대학교(ERICA) 대학원
890,한양대학교(ERICA) 문화산업대학원
891,한양대학교(ERICA) 예술디자인대학
892,한성대학교 행정대학원
893,한세대학교 간호복지대학원
894,한세대학교 경찰법무 경영대학원
895,한세대학교 경찰법무대학원
896,한세대학교 공공정책대학원
897,한세대학교 공연예술대학원
898,한세대학교 공학대학원
899,한세대학교 대학원
900,한세대학교 보건융합대학원
901,한세대학교 사회복지대학원
902,한세대학교 산업보안안전대학원
903,한세대학교 스포츠경영대학원
904,한세대학교 심리상담대학원
905,한세대학교 영산신학대학원
906,한세대학교 예술대학원
907,한세대학교 치료상담대학원
908,한세대학교 피아노페다고지대학원
909,한세대학교 합창지휘대학원
910,한세대학교 휴먼서비스대학원
911,한신대학교 교육대학원
912,한신대학교 대학원
913,한신대학교 사회혁신경영대학원
914,한신대학교 신학대학원
915,한신대학교 정신분석대학원
916,한신대학교 휴먼케어융합대학원
